frame,hip_x,hip_y
51,0.23025023937225342,1.8980696201324463
52,0.22892411053180695,1.8932551145553589
53,0.2287682294845581,1.8801348209381104
54,0.23221413791179657,1.8831344842910767
55,0.23203977942466736,1.8777199983596802
56,0.2374703586101532,1.8916984796524048
57,0.2343856394290924,1.8859295845031738
58,0.23214590549468994,1.8711098432540894
59,0.23676133155822754,1.8791906833648682
60,0.22889915108680725,1.8628329038619995
61,0.2288626879453659,1.846603512763977
62,0.2493608444929123,1.852302074432373
63,0.24806742370128632,1.848270058631897
64,0.24894103407859802,1.8283984661102295
65,0.24826660752296448,1.8083804845809937
66,0.25040391087532043,1.805736780166626
67,0.24993538856506348,1.8041660785675049
68,0.2597300410270691,1.808119297027588
69,0.2652861475944519,1.8009499311447144
70,0.26322633028030396,1.8034098148345947
71,0.27179768681526184,1.804909110069275
72,0.2721901535987854,1.8066927194595337
73,0.27806979417800903,1.8028051853179932
74,0.27748024463653564,1.8047525882720947
75,0.283907026052475,1.7876453399658203
76,0.30159562826156616,1.7795268297195435
77,0.3114911913871765,1.7498291730880737
78,0.3229972720146179,1.7354377508163452
79,0.34268444776535034,1.708961009979248
80,0.3651511073112488,1.7029967308044434
81,0.37273818254470825,1.6776906251907349
82,0.37595605850219727,1.6613705158233643
83,0.3816555142402649,1.6223684549331665
84,0.38218826055526733,1.620840072631836
85,0.38226887583732605,1.6232655048370361
86,0.3783571422100067,1.628648281097412
87,0.37603768706321716,1.6283988952636719
88,0.37074023485183716,1.6313685178756714
89,0.36462634801864624,1.6349824666976929
90,0.36231616139411926,1.63602876663208
91,0.3473716974258423,1.6538888216018677
92,0.33604055643081665,1.6564191579818726
93,0.32027333974838257,1.6962953805923462
94,0.31429076194763184,1.709155797958374
95,0.31773287057876587,1.7493504285812378
96,0.3196270167827606,1.7685297727584839
97,0.32817184925079346,1.7865084409713745
98,0.3282957673072815,1.7905515432357788
99,0.31818005442619324,1.7814546823501587
100,0.30144795775413513,1.7753691673278809
101,0.2960657775402069,1.677951455116272
102,0.2987444996833801,1.6306463479995728
